"Time";"Res_Espinheira";"Res_Aveleira";"Res_Albarqueira";"P_Aveleira";"P_Albarqueira";"PE_Albarqueira";"PE_Aveleira";"PE_Espinheira"
"2019-04-15T02:06:00+01:00";2.75;4.096400132;4.215999985;40.59999847;114.1999969;13.89999962;9.5;4.5
"2019-04-15T02:07:00+01:00";2.75;4.096400132;4.215999985;41;113.5;13.39999962;9.800000191;4.300000191
"2019-04-15T02:08:00+01:00";2.75;4.096400132;4.215999985;40.79999924;113.90000149999999;13.80000019;8.899999619;4.400000095
"2019-04-15T02:09:00+01:00";2.75;4.096400132;4.215999985;40.79999924;114;12;8.399999619;4.699999809
"2019-04-15T02:10:00+01:00";2.75;4.096400132;4.215999985;40.90000153;113.8000031;13.10000038;8.5;4.5
"2019-04-15T02:11:00+01:00";2.75;4.096400132;4.215999985;40.90000153;113.8000031;13.60000038;8.699999808999998;4.400000095
"2019-04-15T02:12:00+01:00";2.75;4.096400132;4.215999985;40.70000076;114.1999969;13.30000019;8.800000191;4.199999809
"2019-04-15T02:13:00+01:00";2.75;4.096400132;4.215999985;40.90000153;114;13.80000019;10.10000038;4.199999809
"2019-04-15T02:14:00+01:00";2.75;4.149600134;4.215999985;40.90000153;113.8000031;13.60000038;9.300000191;4.300000191
"2019-04-15T02:15:00+01:00";2.695;4.149600134;4.215999985;40.90000153;113.90000149999999;14.60000038;8.899999619;4.599999905
"2019-04-15T02:16:00+01:00";2.695;4.149600134;4.215999985;40.70000076;114.6999969;14.39999962;8.600000381;4.400000095
"2019-04-15T02:17:00+01:00";2.695;4.149600134;4.215999985;40.5;114;13.69999981;8.5;4.599999905
"2019-04-15T02:18:00+01:00";2.695;4.149600134;4.215999985;40.5;114;13.39999962;8.600000381;4.5
"2019-04-15T02:19:00+01:00";2.695;4.149600134;4.268699985;40.59999847;114.3000031;13.69999981;9;4.800000191
"2019-04-15T02:21:00+01:00";2.695;4.149600134;4.268699985;40.70000076;114.1999969;13.60000038;9.399999619;4.400000095
"2019-04-15T02:22:00+01:00";2.695;4.149600134;4.268699985;40.70000076;114;12.80000019;8.5;4.199999809
"2019-04-15T02:23:00+01:00";2.695;4.149600134;4.268699985;40.79999924;114.1999969;16.60000038;8.899999619;4.199999809
